1.346036	-0.452721	1.433804	0.000000	0.000000	0.000000
1.345836	-0.452721	1.433804	0.000000	0.000000	0.000000
1.345936	-0.452621	1.433804	0.000000	0.000000	0.000000
1.345936	-0.452821	1.433804	0.000000	0.000000	0.000000
1.345936	-0.452721	1.433904	0.000000	0.000000	0.000000
1.345936	-0.452721	1.433704	0.000000	0.000000	0.000000
1.345936	-0.452721	1.433804	0.000100	0.000000	0.000000
1.345936	-0.452721	1.433804	-0.000100	0.000000	0.000000
1.345936	-0.452721	1.433804	0.000000	0.000100	0.000000
1.345936	-0.452721	1.433804	0.000000	-0.000100	0.000000
1.345936	-0.452721	1.433804	0.000000	0.000000	0.000100
1.345936	-0.452721	1.433804	0.000000	0.000000	-0.000100
