0	1.374358	0.805034	2.049088	0.000000	0.000000	0.000000
1	1.384358	0.805034	2.049088	0.000000	0.000000	0.000000
2	1.404358	0.805034	2.049088	0.000000	0.000000	0.000000
3	1.414358	0.805034	2.049088	0.000000	0.000000	0.000000
4	1.384358	0.795034	2.049088	0.000000	0.000000	0.000000
5	1.384358	0.815034	2.049088	0.000000	0.000000	0.000000
6	1.404358	0.795034	2.049088	0.000000	0.000000	0.000000
7	1.404358	0.815034	2.049088	0.000000	0.000000	0.000000
8	1.384358	0.805034	2.039088	0.000000	0.000000	0.000000
9	1.384358	0.805034	2.059088	0.000000	0.000000	0.000000
10	1.404358	0.805034	2.039088	0.000000	0.000000	0.000000
11	1.404358	0.805034	2.059088	0.000000	0.000000	0.000000
12	1.384358	0.805034	2.049088	-0.014685	0.000000	0.000000
13	1.384358	0.805034	2.049088	0.014685	0.000000	0.000000
14	1.404358	0.805034	2.049088	-0.014685	0.000000	0.000000
15	1.404358	0.805034	2.049088	0.014685	0.000000	0.000000
16	1.384358	0.805034	2.049088	0.000000	-0.014685	0.000000
17	1.384358	0.805034	2.049088	0.000000	0.014685	0.000000
18	1.404358	0.805034	2.049088	0.000000	-0.014685	0.000000
19	1.404358	0.805034	2.049088	0.000000	0.014685	0.000000
20	1.394358	0.785034	2.049088	0.000000	0.000000	0.000000
21	1.394358	0.795034	2.049088	0.000000	0.000000	0.000000
22	1.394358	0.815034	2.049088	0.000000	0.000000	0.000000
23	1.394358	0.825034	2.049088	0.000000	0.000000	0.000000
24	1.394358	0.795034	2.039088	0.000000	0.000000	0.000000
25	1.394358	0.795034	2.059088	0.000000	0.000000	0.000000
26	1.394358	0.815034	2.039088	0.000000	0.000000	0.000000
27	1.394358	0.815034	2.059088	0.000000	0.000000	0.000000
28	1.394358	0.795034	2.049088	-0.014685	0.000000	0.000000
29	1.394358	0.795034	2.049088	0.014685	0.000000	0.000000
30	1.394358	0.815034	2.049088	-0.014685	0.000000	0.000000
31	1.394358	0.815034	2.049088	0.014685	0.000000	0.000000
32	1.394358	0.795034	2.049088	0.000000	-0.014685	0.000000
33	1.394358	0.795034	2.049088	0.000000	0.014685	0.000000
34	1.394358	0.815034	2.049088	0.000000	-0.014685	0.000000
35	1.394358	0.815034	2.049088	0.000000	0.014685	0.000000
36	1.394358	0.805034	2.029088	0.000000	0.000000	0.000000
37	1.394358	0.805034	2.039088	0.000000	0.000000	0.000000
38	1.394358	0.805034	2.059088	0.000000	0.000000	0.000000
39	1.394358	0.805034	2.069088	0.000000	0.000000	0.000000
40	1.394358	0.805034	2.039088	-0.014685	0.000000	0.000000
41	1.394358	0.805034	2.039088	0.014685	0.000000	0.000000
42	1.394358	0.805034	2.059088	-0.014685	0.000000	0.000000
43	1.394358	0.805034	2.059088	0.014685	0.000000	0.000000
44	1.394358	0.805034	2.039088	0.000000	-0.014685	0.000000
45	1.394358	0.805034	2.039088	0.000000	0.014685	0.000000
46	1.394358	0.805034	2.059088	0.000000	-0.014685	0.000000
47	1.394358	0.805034	2.059088	0.000000	0.014685	0.000000
48	1.394358	0.805034	2.049088	-0.029369	0.000000	0.000000
49	1.394358	0.805034	2.049088	-0.014685	0.000000	0.000000
50	1.394358	0.805034	2.049088	0.014685	0.000000	0.000000
51	1.394358	0.805034	2.049088	0.029369	0.000000	0.000000
52	1.394358	0.805034	2.049088	-0.014685	-0.014685	0.000000
53	1.394358	0.805034	2.049088	-0.014685	0.014685	0.000000
54	1.394358	0.805034	2.049088	0.014685	-0.014685	0.000000
55	1.394358	0.805034	2.049088	0.014685	0.014685	0.000000
56	1.394358	0.805034	2.049088	0.000000	-0.029369	0.000000
57	1.394358	0.805034	2.049088	0.000000	-0.014685	0.000000
58	1.394358	0.805034	2.049088	0.000000	0.014685	0.000000
59	1.394358	0.805034	2.049088	0.000000	0.029369	0.000000
